are_you_selfemployed,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_companyorganization,is_your_primary_role_within_your_company_related_to_techit,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employerprovided_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_concerns_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,if_a_mental_health_issue_prompted_you_to_request_a_medical_leave_from_work_asking_for_that_leave_would_be,do_you_think_that_discussing_a_mental_health_disorder_with_your_employer_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_your_employer_would_have_negative_consequences,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_coworkers,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_direct_supervisors,do_you_feel_that_your_employer_takes_mental_health_as_seriously_as_physical_health,have_you_heard_of_or_observed_negative_consequences_for_coworkers_who_have_been_open_about_mental_health_issues_in_your_workplace,do_you_have_medical_coverage_private_insurance_or_stateprovided_which_includes_treatment_of_mental_health_issues,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_disorder,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_clients_or_business_contacts,if_you_have_revealed_a_mental_health_issue_to_a_client_or_business_contact_do_you_believe_this_has_impacted_you_negatively,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_coworkers_or_employees,if_you_have_revealed_a_mental_health_issue_to_a_coworker_or_employee_do_you_believe_this_has_impacted_you_negatively,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,do_you_have_previous_employers,have_your_previous_employers_provided_mental_health_benefits,were_you_aware_of_the_options_for_mental_health_care_provided_by_your_previous_employers,did_your_previous_employers_ever_formally_discuss_mental_health_as_part_of_a_wellness_campaign_or_other_official_communication,did_your_previous_employers_provide_resources_to_learn_more_about_mental_health_issues_and_how_to_seek_help,was_your_anonymity_protected_if_you_chose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_with_previous_employers,do_you_think_that_discussing_a_mental_health_disorder_with_previous_employers_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_previous_employers_would_have_negative_consequences,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_previous_coworkers,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_direct_supervisors,did_you_feel_that_your_previous_employers_took_mental_health_as_seriously_as_physical_health,did_you_hear_of_or_observe_negative_consequences_for_coworkers_with_mental_health_issues_in_your_previous_workplaces,would_you_be_willing_to_bring_up_a_physical_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not,would_you_bring_up_a_mental_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not1,do_you_feel_that_being_identified_as_a_person_with_a_mental_health_issue_would_hurt_your_career,do_you_think_that_team_memberscoworkers_would_view_you_more_negatively_if_they_knew_you_suffered_from_a_mental_health_issue,how_willing_would_you_be_to_share_with_friends_and_family_that_you_have_a_mental_illness,have_you_observed_or_experienced_an_unsupportive_or_badly_handled_response_to_a_mental_health_issue_in_your_current_or_previous_workplace,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_disorder_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,do_you_have_a_family_history_of_mental_illness,have_you_had_a_mental_health_disorder_in_the_past,do_you_currently_have_a_mental_health_disorder,if_yes_what_conditions_have_you_been_diagnosed_with,if_maybe_what_conditions_do_you_believe_you_have,have_you_been_diagnosed_with_a_mental_health_condition_by_a_medical_professional,if_so_what_conditions_were_you_diagnosed_with,have_you_ever_sought_treatment_for_a_mental_health_issue_from_a_mental_health_professional,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_being_treated_effectively,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_not_being_treated_effectively,what_is_your_age,what_is_your_gender,what_country_do_you_live_in,what_us_state_or_territory_do_you_live_in,what_country_do_you_work_in,what_us_state_or_territory_do_you_work_in,which_of_the_following_best_describes_your_work_position,do_you_work_remotely,gender_cleaned,gender_female,gender_male,gender_not specified,gender_other,country_grouped,country_Australia,country_Canada,country_France,country_Germany,country_Ireland,country_Netherlands,country_Other,country_Sweden,country_Switzerland,country_United Kingdom,country_United States,age_group,PCA1,PCA2,cluster
1,,,,,,,,,,,,,,,,1.0,I know some,"Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,51-75%,0,,,,,,,,,,,,,,,,Maybe,Maybe,Very open,,,1,1.0,1.0,Obsessive-Compulsive Disorder,,1,Obsessive-Compulsive Disorder,1,Often,Often,28.0,male,United Kingdom,,United Kingdom,,Front-end Developer,Always,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,1.6720220668364647,0.46335188919190023,2
1,,,,,,,,,,,,,,,,0.0,I know some,Not applicable to me,,Not applicable to me,Yes,Unsure,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,"if it were irrelevant to the job, I wouldn't",0.0,fear of discrimination,Maybe,Maybe,Somewhat open,"Yes, I observed",,0,,0.0,,,0,,0,Not applicable to me,Not applicable to me,30.0,male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|Back-end Developer,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-1.4526820346279903,-0.7248726672956042,1
1,,,,,,,,,,,,,,,,0.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,1,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,0.0,Under UK law it's none of their business at that stage.,0.0,Same as above,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,0.0,0,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,Not applicable to me,Rarely,38.0,male,United Kingdom,,United Kingdom,,One-person shop,Always,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,35-45,-0.9325911258533757,-0.485467642394816,1
0,26-100,1.0,,I don't know,0,0,I don't know,I don't know,Very easy,0.0,0.0,0.0,,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers",Some of my previous employers,I don't know,None of them,1.0,I'm an honest person.,1.0,I'm an honest person.,Maybe,Maybe,Somewhat not open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,33.0,male,France,,France,,Back-end Developer,Sometimes,male,False,True,False,False,France,False,False,True,False,False,False,False,False,False,False,False,25-35,-3.017710071262071,0.3544580489575478,1
0,26-100,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),I don't know,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,None of them,1.0,"I think it's important in interviews to lay out exactly what you want on the table. If I had a health issue that needed accommodating, I'd want to ensure that was done.",1.0,Same reasoning as before.,Maybe,Maybe,Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,35.0,male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,35-45,-3.5564916273665506,2.247677825235047,1
1,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Not applicable to me,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",None did,"Yes, all of them",1.0,Because physical health is an accepted illness. Mental illness is considered to be an opt-out at times. ,0.0,Because it is not an accepted excuse,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I observed",1.0,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,54.0,other,United Kingdom,,United Kingdom,,Other,Never,other,False,False,False,True,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,45-60,-1.8048040543149115,-0.7804684651336581,1
0,100-500,1.0,,I don't know,,I don't know,I don't know,I don't know,I don't know,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,Some did,"No, I only became aware later",None did,Some did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,,Depends in the health issue,,Depends on the health issue,Maybe,Maybe,Neutral,No,,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,30.0,female,Germany,,Germany,,Other,Never,female,True,False,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,25-35,-2.5271091970298105,-0.29499106814759685,1
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,,Worried about potential discrimination associated with taking time off work,0.0,"Concerned that I would be viewed as unreliable, or a liability.",Maybe,"No, I don't think they would",Somewhat open,No,,I don't know,0.0,0.0,,,0,,1,Not applicable to me,Not applicable to me,32.0,female,United Kingdom,,United Kingdom,,Front-end Developer|Designer,Always,female,True,False,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-1.0621674528480443,-0.521622866908511,1
0,500-1000,1.0,,I don't know,0,0,I don't know,I don't know,Very easy,0.0,0.0,0.0,,I don't know,0.0,,,,,,,,,1,I don't know,"No, I only became aware later",None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,I don't know,None of them,1.0,"Might effect work, and it seems accepted",0.0,It's embarassing,Maybe,Maybe,Not open at all,No,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Addictive Disorder",0,,0,Not applicable to me,Not applicable to me,28.0,male,United States,North Carolina,United States of America,North Carolina,Front-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-1.322068276869414,-0.10009651526640413,1
0,6-25,1.0,,No,I am not sure,1,0,I don't know,Somewhat easy,0.0,0.0,,1.0,I don't know,0.0,,,,,,,,,0,,,,,,,,,,,,1.0,,,,"Yes, I think it would",Maybe,Somewhat open,No,,I don't know,1.0,0.0,,,1,Stress Response Syndromes,0,Sometimes,Sometimes,39.0,male,Germany,,Germany,,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,35-45,-0.9900013345720808,1.2090583786758904,1
0,1-5,1.0,,No,1,0,0,0,Somewhat easy,,0.0,,,I don't know,0.0,,,,,,,,,1,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,1.0,"there's no stigma attached to physical health, it's an ailment.",,some people view mental illness as weakness. i don't want my employer prejudiced against me on account of my depression.,Maybe,Maybe,Very open,"Yes, I observed",,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,21.0,other,United States,New Jersey,United States of America,New Jersey,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Always,other,False,False,False,True,United States,False,False,False,False,False,False,False,False,False,False,True,<25,1.3658846138271648,1.253435556177521,2
0,6-25,1.0,,Yes,1,1,1,0,Very easy,,0.0,,1.0,0,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,1.0,"I have a long-term chronic/constant headache and, well, it impedes my work from time to time. They need to be aware/okay with that.",,I don't suffer from any mental health issues that warrant discussion - so I'm not sure!,Maybe,Maybe,Somewhat open,No,,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,31.0,male,Germany,,Germany,,Front-end Developer|Back-end Developer|Supervisor/Team Lead,Sometimes,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,25-35,-2.640338280297914,0.208918345971571,1
0,More than 1000,1.0,,I don't know,0,I don't know,I don't know,I don't know,Somewhat easy,1.0,,0.0,0.0,I don't know,0.0,,,,,,,,,0,,,,,,,,,,,,,It seems like it would generally be useless information but may lend towards casual conversation. Like ice breaking.,0.0,The tech field seems highly reliant on mental capabilities. So I would fear that any issues disclosed here might negatively impact my standing (justified or not).,Maybe,Maybe,Somewhat open,No,,0,0.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,Not applicable to me,Not applicable to me,30.0,male,United States,Washington,United States of America,Washington,Front-end Developer|Back-end Developer|Dev Evangelist/Advocate,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-0.961040527421073,-3.2004434638647776,1
0,26-100,1.0,,Yes,I am not sure,0,0,1,Somewhat difficult,,0.0,,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),Some did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,I think it would depend on the job requirements and the limitations my physical health would have on carrying out my duties.,0.0,"Unless I felt comfortable or knew how the employer felt about mental health, I most likely wouldn't feel ready to disclose that information that early on.",Maybe,"Yes, I think they would",Not applicable to me (I do not have a mental illness),,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,25.0,female,United States,Pennsylvania,United States of America,Pennsylvania,Other,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.264383460610743,-0.8570856227614182,1
0,6-25,1.0,,Not eligible for coverage / N/A,I am not sure,0,I don't know,I don't know,Somewhat difficult,,,1.0,,0,0.0,,,,,,,,,0,,,,,,,,,,,,,I am not sure it would hinder my place in the job,,I am not sure it would hinder my place in the job,"Yes, I think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,26.0,male,United Kingdom,,United Kingdom,,Back-end Developer,Always,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-2.639370147077143,-0.3878847180580479,1
0,26-100,1.0,,Yes,I am not sure,0,0,1,Somewhat easy,0.0,0.0,,1.0,I don't know,1.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,0.0,I would likely perceive that as irrelevant to the interview process.,0.0,I would likely perceive that as irrelevant to the interview process.,Maybe,"No, I don't think they would",Very open,Maybe/Not sure,0.0,0,,0.0,,,0,,0,Not applicable to me,Not applicable to me,30.0,male,United States,Pennsylvania,United States of America,Pennsylvania,Executive Leadership|Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-1.5789968982490887,-0.13780766062284844,1
0,500-1000,1.0,,No,,I don't know,0,I don't know,Somewhat easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,,,0.0,,Maybe,"No, I don't think they would",Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,30.0,male,Italy,,Italy,,Back-end Developer,Never,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-2.65692271497978,0.1689373072783317,1
0,100-500,1.0,,I don't know,I am not sure,1,I don't know,1,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,,,,,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,31.0,male,Bulgaria,,Bulgaria,,Front-end Developer|Back-end Developer|Supervisor/Team Lead|Executive Leadership,Always,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-2.924553363409917,1.0505107421558522,1
0,100-500,1.0,,I don't know,I am not sure,0,I don't know,I don't know,I don't know,,0.0,,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,Some did,"Yes, always",I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,,"Most likely not, if I felt that it would harm my chances of getting a job.",0.0,Seems like it would only hurt chances of getting a job.,Maybe,"No, I don't think they would",Somewhat open,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,32.0,male,United States,North Carolina,United States of America,North Carolina,Back-end Developer|Front-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.6665976403232023,0.8157587971846465,2
0,26-100,0.0,1.0,No,,0,0,I don't know,Somewhat difficult,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,Some did,I was aware of some,None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,0.0,I would only bring it up if it affected my ability to do my job,,If it affected my ability to do my job,"No, I don't think it would","No, I don't think they would",Neutral,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,45.0,female,United Kingdom,,United Kingdom,,Back-end Developer,Always,female,True,False,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,45-60,1.4604471642151438,1.4882119242732537,2
1,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,26-50%,1,"Yes, they all did","Yes, I was aware of all of them",Some did,None did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,0.0,Not impacting my performance,0.0,Would not get the job,Maybe,"No, I don't think they would",Very open,,,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder",0,,0,Sometimes,Often,29.0,male,Switzerland,,Switzerland,,Front-end Developer|Back-end Developer|Supervisor/Team Lead,Sometimes,male,False,True,False,False,Switzerland,False,False,False,False,False,False,False,False,True,False,False,25-35,-0.6922017467503753,-0.7706813855714822,1
0,26-100,1.0,,Yes,0,0,0,I don't know,Somewhat easy,,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,1,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,0.0,,0.0,,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,1.0,1,1.0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,Sometimes,Sometimes,27.0,male,United States,Pennsylvania,United States of America,Pennsylvania,Front-end Developer|Back-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,0.9271792993415923,-1.6779409646997252,0
0,26-100,1.0,,Not eligible for coverage / N/A,,I don't know,I don't know,I don't know,Very easy,0.0,0.0,0.0,,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them",Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,0.0,Wouldn't want to risk job,0.0,As above,"Yes, I think it would",Maybe,Not open at all,No,,I don't know,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",,0,,0,Not applicable to me,Sometimes,28.0,female,United Kingdom,,United Kingdom,,Front-end Developer,Always,female,True,False,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-0.1524390162533459,-0.4317794152900077,1
0,500-1000,1.0,,Yes,0,0,1,I don't know,Somewhat difficult,,0.0,,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,"Some physical health has stigma attached, other does not.",,I cannot explain,"No, I don't think it would",Maybe,Somewhat not open,No,,1,0.0,0.0,,,0,,0,Rarely,Rarely,38.0,male,United States,Michigan,United States of America,Michigan,Back-end Developer|DevOps/SysAdmin,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-2.2375257557642723,-0.7072797997217816,1
0,500-1000,0.0,1.0,Yes,1,I don't know,1,I don't know,Somewhat easy,,0.0,,1.0,1,0.0,,,,,,,,,1,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,If it would require minor accommodations that would not be perceived as overly onerous.,0.0,"The one time I did in the past, the interviewer clearly wrote me off immediately.
Now, I try to judge whether an organization would be a supportive environment without outing myself. It’s a lot easier to ask for accommodation after getting hired and demonstrating the ability to do the job than to give the employer a reason not to hire you in the first place.","Yes, it has","No, I don't think they would",Very open,"Yes, I observed",0.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,38.0,male,United States,Minnesota,United States of America,Minnesota,Front-end Developer|Designer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.393546120430897,1.549113261736114,2
0,More than 1000,1.0,,I don't know,I am not sure,I don't know,I don't know,1,Somewhat easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,1.0,,1.0,,"No, I don't think it would","No, I don't think they would",Very open,No,,1,1.0,0.0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Not applicable to me,Not applicable to me,34.0,male,Hungary,,Hungary,,Other,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-0.4656443648415023,2.748079602024805,2
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,1-25%,0,,,,,,,,,,,,0.0,None of their bizniz,0.0,None of their binniz,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,I don't know,1.0,0.0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,36.0,male,Netherlands,,Netherlands,,Executive Leadership|Supervisor/Team Lead|Back-end Developer|Front-end Developer|Designer,Sometimes,male,False,True,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,35-45,0.9259076854282862,-0.283171942669128,2
0,6-25,1.0,,I don't know,0,0,0,1,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,0,,,,,,,,,,,,0.0,,0.0,,Maybe,Maybe,Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,23.0,male,France,,France,,Back-end Developer,Sometimes,male,False,True,False,False,France,False,False,True,False,False,False,False,False,False,False,False,<25,-2.722239228022253,-0.5066365031465747,1
0,100-500,0.0,1.0,Yes,I am not sure,0,0,I don't know,Neither easy nor difficult,1.0,,0.0,,0,1.0,,,,,,,,,1,Some did,I was aware of some,None did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,Some of them,0.0,"Bias happens. I wouldn't want it to be a factor. However, I'm overweight, and I know it's been a factor in some interviews. Can't hide that. Even though that is the only thing I have wrong with me.",0.0,"If I was mentally unstable or unable to work regular hours, I could bias my own interview with this information.","Yes, it has",Maybe,Somewhat open,Maybe/Not sure,1.0,1,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Rarely,Often,40.0,female,United States,Texas,United States of America,Texas,Other,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,2.7467920183945966,-2.2203859224038163,0
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it doesn't matter",,"Sometimes, if it comes up",No,Yes,1-25%,1,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,"Depends, if it affected the job then yes I would talk about it. ",,Depends if it affects job in anyway. ,Maybe,Maybe,Very open,No,,0,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Never,Sometimes,39.0,male,United States,Michigan,United States of America,Michigan,Back-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.8963494108133576,0.8478973678242537,2
0,26-100,1.0,,I don't know,I am not sure,0,0,I don't know,Somewhat difficult,,0.0,0.0,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,0.0,Not comfortable speaking about anything health related at work.,0.0,Don't want to set a bad precedent. ,Maybe,Maybe,Not open at all,No,,1,1.0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,28.0,male,United States,Texas,United States of America,Texas,Front-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.4402332511645837,-0.22506595448615502,2
0,6-25,1.0,,I don't know,0,0,I don't know,I don't know,I don't know,0.0,0.0,1.0,1.0,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,,,,,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,33.0,male,United States,Tennessee,United States of America,Tennessee,Front-end Developer|Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.9106963534537345,1.057807247793127,1
1,,,,,,,,,,,,,,,,0.0,I know some,"No, because it doesn't matter",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,26-50%,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"Yes, at all of my previous employers",Some of my previous employers,I don't know,None of them,,If it affected my ability to perform the job or get/to from work. ,0.0,I feel like mental health is a private issue,Maybe,Maybe,Somewhat open,Maybe/Not sure,,I don't know,1.0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Sometimes,32.0,male,United States,Georgia,United States of America,Georgia,DevOps/SysAdmin,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.314576696183918,0.47114879068478,2
